Job Title,Experience Level,Salary,Employee Residence,Company Size,Year
Research Scientist,2,374000,0,1,2023
Research Scientist,2,197500,0,1,2023
Data Scientist,2,240000,0,1,2023
Data Scientist,2,187000,0,1,2023
Applied Scientist,1,20000,1,2,2023
Machine Learning Engineer,2,190000,0,1,2023
Data Scientist,2,195000,0,1,2023
Data Scientist,2,119000,0,1,2023
Data Analyst,2,80000,0,1,2023
Other,2,266450,0,1,2023
Other,2,177700,0,1,2023
Data Scientist,2,245000,0,1,2023
Data Scientist,2,185000,0,1,2023
Other,2,55720,0,1,2023
Other,2,50700,0,1,2023
Research Engineer,2,200000,0,1,2023
Data Engineer,2,196000,0,1,2023
Data Architect,1,135000,0,1,2023
Data Architect,1,115000,0,1,2023
Other,2,302000,0,1,2023
Other,2,189000,0,1,2023
Data Analyst,1,65000,0,1,2023
Data Analyst,1,55000,0,1,2023
Machine Learning Engineer,2,220000,0,1,2023
Machine Learning Engineer,2,170000,0,1,2023
Other,2,150000,0,1,2023
Other,2,93000,0,1,2023
Data Science Manager,2,190000,0,2,2022
Machine Learning Engineer,2,216000,0,1,2023
Machine Learning Engineer,2,184000,0,1,2023
Other,1,100000,0,1,2023
Data Scientist,1,128750,0,1,2023
Data Scientist,1,79350,0,1,2023
Analytics Engineer,2,174000,0,1,2023
Analytics Engineer,2,134000,0,1,2023
Research Engineer,1,155000,0,1,2023
Research Engineer,1,125000,0,1,2023
Data Engineer,2,194400,0,1,2023
Data Engineer,2,132192,0,1,2023
Machine Learning Engineer,2,273400,0,1,2023
Machine Learning Engineer,2,182200,0,1,2023
Data Engineer,2,124230,0,1,2023
Data Engineer,2,68637,0,1,2023
Data Engineer,1,204000,0,1,2023
Data Engineer,1,161500,0,1,2023
Other,2,185900,0,1,2023
Other,2,129300,0,1,2023
Research Scientist,1,100000,0,1,2023
Data Scientist,2,148750,0,1,2023
Data Scientist,2,95000,0,1,2023
ML Engineer,2,287700,0,2,2023
ML Engineer,2,148000,0,2,2023
Data Scientist,2,227240,0,1,2023
Data Scientist,2,197600,0,1,2023
Machine Learning Engineer,2,221000,0,1,2023
Machine Learning Engineer,2,185000,0,1,2023
Data Scientist,2,210000,0,1,2023
Data Scientist,2,178500,0,1,2023
Machine Learning Engineer,1,180000,0,1,2023
Machine Learning Engineer,1,150000,0,1,2023
Data Engineer,2,285000,0,1,2023
Data Engineer,2,205000,0,1,2023
Other,0,90000,1,1,2023
Data Engineer,2,146000,0,1,2023
Machine Learning Engineer,1,237400,0,1,2023
Machine Learning Engineer,1,158200,0,1,2023
ML Engineer,2,192000,0,1,2023
ML Engineer,2,164000,0,1,2023
Other,2,150000,0,1,2023
Other,2,141000,0,1,2023
Analytics Engineer,2,267000,0,1,2023
Analytics Engineer,2,205000,0,1,2023
Research Scientist,2,147100,0,1,2023
Research Scientist,2,90700,0,1,2023
Data Analyst,2,72000,0,1,2023
Data Engineer,2,141000,0,1,2023
Data Scientist,2,240000,0,0,2023
Data Scientist,2,142000,0,0,2023
Data Analyst,0,80000,0,1,2023
Machine Learning Engineer,2,268000,0,1,2023
Machine Learning Engineer,2,180000,0,1,2023
Analytics Engineer,1,144628,0,1,2023
Analytics Engineer,1,115702,0,1,2023
Data Analyst,2,144000,0,1,2023
Data Analyst,2,93500,0,1,2023
Data Engineer,2,208200,0,1,2023
Data Engineer,2,151200,0,1,2023
Data Scientist,2,270000,0,1,2023
Data Scientist,2,220000,0,1,2023
Data Engineer,3,194500,0,1,2023
Data Engineer,3,115500,0,1,2023
Data Analyst,0,50000,0,1,2023
Data Analyst,0,40000,0,1,2023
Machine Learning Engineer,2,155000,0,1,2023
Machine Learning Engineer,2,100000,0,1,2023
Data Analyst,2,65000,0,1,2023
Data Architect,2,280100,0,1,2023
Data Architect,2,168100,0,1,2023
Machine Learning Scientist,2,120000,0,1,2023
Data Engineer,2,149040,0,1,2023
Data Engineer,2,113900,0,1,2023
Machine Learning Scientist,2,165000,0,1,2023
Machine Learning Scientist,2,145000,0,1,2023
Data Architect,2,274450,0,1,2023
Data Architect,2,199600,0,1,2023
Data Engineer,1,83500,0,1,2023
Data Engineer,1,52500,0,1,2023
Data Architect,2,306000,0,1,2023
Data Architect,2,204000,0,1,2023
Data Analyst,2,136000,0,1,2023
Data Analyst,2,104000,0,1,2023
Data Engineer,2,81500,0,1,2023
Data Scientist,3,250000,0,1,2023
Data Scientist,3,180000,0,1,2023
Data Engineer,1,70000,0,1,2023
Data Scientist,2,157000,0,1,2023
Data Analyst,2,140700,0,1,2023
Data Analyst,2,109600,0,1,2023
Machine Learning Engineer,2,278000,0,1,2023
Machine Learning Engineer,2,173000,0,1,2023
Data Engineer,2,305000,0,1,2023
Data Scientist,0,24000,0,1,2023
Other,2,259000,0,1,2023
Other,2,138750,0,1,2023
Data Scientist,2,192000,0,1,2023
Data Scientist,2,178000,0,1,2023
Data Scientist,2,218000,0,1,2023
Data Scientist,2,85000,0,1,2023
Other,2,132000,0,1,2023
Other,2,71500,0,1,2023
Analytics Engineer,2,215050,0,1,2023
Analytics Engineer,2,113100,0,1,2023
Data Scientist,1,130000,0,1,2023
Data Scientist,1,85000,0,1,2023
Data Engineer,3,250000,0,1,2023
Data Engineer,3,200000,0,1,2023
Data Scientist,2,123000,0,1,2023
Research Scientist,2,168400,0,1,2023
Data Analyst,2,136505,0,1,2023
Data Analyst,2,100895,0,1,2023
Data Engineer,2,275300,0,1,2023
Data Engineer,2,183500,0,1,2023
Data Scientist,2,168400,0,1,2023
Data Scientist,2,105200,0,1,2023
Data Architect,1,240000,0,1,2023
Other,1,130000,0,1,2023
Other,1,120000,0,1,2023
Data Analyst,1,93000,0,2,2023
Data Analyst,2,177000,0,1,2023
Data Engineer,2,190000,0,1,2023
Data Engineer,2,105000,0,1,2023
Machine Learning Engineer,2,317070,0,1,2023
Machine Learning Engineer,2,170730,0,1,2023
Machine Learning Engineer,1,170000,0,1,2023
Machine Learning Engineer,1,125000,0,1,2023
Data Engineer,2,158700,0,1,2023
Data Engineer,2,123906,0,1,2023
Data Engineer,2,166000,0,1,2023
Data Engineer,2,128000,0,1,2023
Data Engineer,3,333500,0,1,2023
Data Engineer,3,180500,0,1,2023
Machine Learning Engineer,2,242921,0,1,2023
Machine Learning Engineer,2,170045,0,1,2023
Data Engineer,3,257400,0,1,2023
Data Engineer,3,210600,0,1,2023
Other,1,65000,0,1,2023
Other,1,50000,0,1,2023
Data Engineer,2,293000,0,1,2023
Other,3,260000,0,1,2023
Other,3,192000,0,1,2023
Machine Learning Scientist,1,170000,0,1,2023
Machine Learning Scientist,1,125000,0,1,2023
Other,0,99000,0,2,2023
Data Analyst,2,100000,0,1,2023
Machine Learning Engineer,2,233000,0,1,2023
Machine Learning Engineer,2,166000,0,1,2023
Data Engineer,2,185100,0,1,2023
Data Engineer,2,127600,0,1,2023
Data Analyst,1,105000,0,1,2023
Data Analyst,3,160000,0,1,2023
Data Analyst,3,55000,0,1,2023
Machine Learning Engineer,2,241000,0,1,2023
Machine Learning Engineer,2,163000,0,1,2023
Data Scientist,1,120000,0,1,2023
Data Scientist,2,118000,0,1,2023
Machine Learning Engineer,2,311000,0,1,2023
Machine Learning Engineer,2,162540,0,1,2023
Data Scientist,3,258750,0,1,2023
Data Scientist,3,225000,0,1,2023
Data Scientist,3,145000,0,1,2023
Data Scientist,2,190000,0,1,2023
Data Scientist,2,165000,0,1,2023
Data Engineer,2,153600,0,1,2023
Data Engineer,2,106800,0,1,2023
Other,2,182850,0,1,2023
Other,2,113000,0,1,2023
Data Analyst,1,95000,0,1,2023
Data Analyst,1,126000,0,1,2023
Data Analyst,1,86400,0,1,2023
Data Engineer,2,232760,0,1,2023
Data Engineer,2,169280,0,1,2023
Data Engineer,1,162500,0,1,2023
Data Engineer,1,130000,0,1,2023
Data Scientist,2,240350,0,1,2023
Data Scientist,2,174800,0,1,2023
Data Engineer,2,154000,0,1,2023
Data Engineer,2,116000,0,1,2023
Data Analyst,2,153600,0,1,2023
Data Analyst,2,107500,0,1,2023
ML Engineer,2,178000,0,1,2023
ML Engineer,2,152000,0,1,2023
Data Scientist,2,233200,0,1,2023
Other,2,210000,0,1,2023
Other,2,160000,0,1,2023
Data Scientist,2,145000,0,1,2023
Data Analyst,2,206000,0,1,2023
Other,1,110000,0,1,2023
Other,1,70000,0,1,2023
Data Scientist,2,150120,0,1,2023
Data Scientist,2,120096,0,1,2023
Machine Learning Engineer,2,253000,0,1,2023
Machine Learning Engineer,2,168000,0,1,2023
Analytics Engineer,2,178600,0,1,2023
Analytics Engineer,2,142880,0,1,2023
Data Science Manager,2,255000,0,1,2023
Data Science Manager,2,169000,0,1,2023
Data Scientist,1,155000,0,1,2023
Data Scientist,1,100000,0,1,2023
Data Engineer,1,151410,0,1,2023
Data Engineer,1,144200,0,1,2023
Data Scientist,0,151410,0,1,2023
Data Scientist,0,115360,0,1,2023
Analytics Engineer,1,193170,0,1,2023
Analytics Engineer,1,116480,0,1,2023
Other,3,329500,0,1,2023
Other,3,269600,0,1,2023
Data Architect,2,250500,0,1,2023
Data Architect,2,159500,0,1,2023
Data Analyst,0,115000,0,1,2023
Research Scientist,2,198800,0,1,2023
Research Scientist,2,105200,0,1,2023
Data Analyst,0,94035,0,1,2023
Data Analyst,0,57920,0,1,2023
Data Analyst,2,113600,0,1,2023
Data Analyst,2,60000,0,1,2023
Data Scientist,2,256000,0,1,2023
Data Analyst,2,116000,0,1,2023
Machine Learning Engineer,2,283200,0,1,2023
Machine Learning Engineer,2,188800,0,1,2023
Research Scientist,2,205640,0,1,2023
Research Scientist,2,142600,0,1,2023
Data Engineer,2,193200,0,1,2023
Data Engineer,2,156400,0,1,2023
Machine Learning Engineer,2,196000,0,1,2023
Machine Learning Engineer,2,121000,0,1,2023
Data Engineer,2,132300,0,1,2023
Data Science Manager,2,328000,0,1,2023
Data Science Manager,2,211000,0,1,2023
Data Scientist,2,237000,0,1,2023
Data Scientist,2,201450,0,1,2023
ML Engineer,2,229000,0,1,2023
ML Engineer,2,206000,0,1,2023
Data Scientist,2,231000,0,1,2023
ML Engineer,2,183750,0,1,2023
ML Engineer,2,165400,0,1,2023
Data Engineer,1,175000,0,1,2023
Data Engineer,1,125000,0,1,2023
Data Scientist,2,285800,0,1,2023
Data Scientist,2,154600,0,1,2023
Other,2,289120,0,1,2023
Other,2,192400,0,1,2023
Data Engineer,2,230000,0,1,2023
Other,1,258000,0,2,2023
Data Scientist,2,196000,0,1,2023
Data Scientist,2,121000,0,1,2023
Data Scientist,2,219000,0,1,2023
Data Scientist,2,141000,0,1,2023
Data Engineer,2,206000,0,1,2023
Data Analyst,2,147000,0,1,2023
Other,1,110000,0,1,2023
Other,1,70000,0,1,2023
Data Engineer,2,284310,0,1,2023
Data Engineer,2,153090,0,1,2023
Machine Learning Engineer,2,261500,0,2,2023
Machine Learning Engineer,2,134500,0,2,2023
Data Analyst,2,145000,0,1,2023
Data Analyst,2,106000,0,1,2023
Analytics Engineer,2,275300,0,1,2023
Analytics Engineer,2,183500,0,1,2023
Data Scientist,1,140000,0,1,2023
Data Scientist,1,115000,0,1,2023
Data Engineer,2,136600,0,1,2023
Data Engineer,2,109280,0,1,2023
Other,1,70000,1,1,2023
Research Engineer,2,281000,0,1,2023
Research Engineer,2,196000,0,1,2023
Other,0,69500,0,1,2023
Other,0,46400,0,1,2023
Data Architect,2,285000,0,1,2023
Data Architect,2,210000,0,1,2023
Data Analyst,0,69525,0,1,2023
Data Analyst,0,61800,0,1,2023
Data Scientist,0,40000,1,1,2023
Data Analyst,2,125000,0,1,2023
Other,2,130000,0,1,2023
Other,2,110000,0,1,2023
Data Scientist,0,130001,0,1,2023
Data Scientist,0,71907,0,1,2023
Data Architect,2,205000,0,1,2023
Data Architect,2,150000,0,1,2023
Other,3,204500,0,1,2023
Other,3,142200,0,1,2023
Data Analyst,2,90000,0,1,2023
Other,0,60000,1,1,2023
Other,2,168400,0,1,2023
Other,2,90700,0,1,2023
Research Engineer,2,240000,0,1,2023
Research Engineer,2,157250,0,1,2023
Data Scientist,2,277500,0,1,2023
Data Scientist,2,236500,0,1,2023
Other,0,100000,1,2,2023
Research Scientist,0,150000,0,1,2023
Research Scientist,0,100000,0,1,2023
Data Analyst,2,62000,0,1,2023
Data Analyst,2,55000,0,1,2023
Other,1,155000,0,1,2023
Other,1,140000,0,1,2023
Machine Learning Engineer,2,297300,0,1,2023
Machine Learning Engineer,2,198200,0,1,2023
Other,1,87500,0,1,2023
Other,1,62500,0,1,2023
Data Engineer,2,265000,0,1,2023
Data Engineer,2,217000,0,1,2023
Data Analyst,2,83000,0,1,2023
Data Analyst,2,208450,0,1,2023
Data Analyst,2,170550,0,1,2023
Machine Learning Engineer,2,130000,0,1,2023
Research Engineer,0,165000,0,1,2023
Research Engineer,0,145000,0,1,2023
Other,3,336400,0,1,2023
Other,3,201900,0,1,2023
Data Scientist,1,189750,0,1,2023
Data Scientist,1,131100,0,1,2023
Data Science Manager,1,270000,0,1,2023
Data Science Manager,1,95000,0,1,2023
Data Engineer,1,117300,0,1,2023
Data Engineer,1,69000,0,1,2023
Data Engineer,2,182000,0,1,2023
Data Engineer,2,144000,0,1,2023
Other,1,244000,0,1,2023
Other,1,200000,0,1,2023
Data Engineer,1,260000,0,1,2023
Machine Learning Engineer,2,225000,0,1,2023
Data Scientist,1,102500,0,1,2023
Data Engineer,1,186600,0,1,2023
Data Engineer,1,116500,0,1,2023
Machine Learning Scientist,2,222000,0,1,2023
Machine Learning Scientist,2,138000,0,1,2023
Machine Learning Scientist,2,292000,0,1,2023
Machine Learning Scientist,2,164500,0,1,2023
Machine Learning Scientist,2,292200,0,1,2023
Data Engineer,2,163800,0,1,2023
Data Engineer,2,126000,0,1,2023
Other,2,280000,0,1,2023
Other,2,210000,0,1,2023
Data Scientist,1,170000,0,1,2023
Data Scientist,1,150000,0,1,2023
Machine Learning Engineer,1,200000,0,1,2023
Other,3,225000,0,1,2023
Other,3,175000,0,1,2023
Other,2,189750,0,1,2023
Other,2,131100,0,1,2023
Data Analyst,2,123400,0,1,2023
Data Analyst,2,82200,0,1,2023
Other,3,225000,0,1,2023
Data Engineer,2,161800,0,1,2023
Data Engineer,2,121400,0,1,2023
Research Scientist,2,285000,0,1,2023
Research Scientist,2,193900,0,1,2023
Analytics Engineer,2,240000,0,1,2023
Analytics Engineer,2,196000,0,1,2023
Data Scientist,2,214000,0,1,2023
Other,2,170000,0,1,2023
Other,2,155000,0,1,2023
Data Analyst,2,98000,0,1,2023
Machine Learning Engineer,2,199000,0,1,2023
Data Engineer,3,145000,0,1,2023
Data Analyst,2,142000,0,1,2023
Data Analyst,2,87500,0,1,2023
Machine Learning Engineer,2,165000,0,1,2023
Data Scientist,2,275300,0,1,2023
Data Scientist,2,183500,0,1,2023
Data Analyst,1,85000,0,1,2023
Data Engineer,2,245000,0,1,2023
Data Engineer,2,140000,0,1,2023
Analytics Engineer,2,231250,0,1,2023
Analytics Engineer,2,138750,0,1,2023
Machine Learning Engineer,1,155000,0,1,2023
Data Engineer,1,242000,0,1,2023
Data Engineer,1,195000,0,1,2023
Research Scientist,0,155000,0,1,2023
Research Scientist,0,125000,0,1,2023
Machine Learning Engineer,1,160000,0,1,2023
Machine Learning Engineer,1,140000,0,1,2023
Data Scientist,2,183924,0,1,2023
Data Scientist,2,125760,0,1,2023
Data Scientist,2,147100,0,1,2023
Data Scientist,2,90700,0,1,2023
Applied Scientist,0,213660,0,2,2023
Applied Scientist,0,130760,0,2,2023
Other,2,147100,0,1,2023
Data Analyst,1,150000,0,1,2023
Data Engineer,2,253200,0,1,2023
Data Engineer,2,90700,0,1,2023
Other,2,342810,0,1,2023
Other,2,184590,0,1,2023
Data Analyst,1,105380,0,1,2023
Data Analyst,1,64500,0,1,2023
Applied Scientist,0,204620,0,2,2023
Applied Scientist,0,110680,0,2,2023
Data Engineer,2,270703,0,1,2023
Data Engineer,2,221484,0,1,2023
Data Scientist,2,212750,0,1,2023
Data Scientist,2,262000,0,1,2023
Data Scientist,2,218500,0,1,2023
Data Scientist,2,199098,0,1,2023
Data Engineer,2,203300,0,1,2023
Data Engineer,2,123600,0,1,2023
Data Scientist,2,172500,0,1,2023
Data Scientist,2,110500,0,1,2023
Data Engineer,2,238000,0,1,2023
Data Engineer,2,176000,0,1,2023
Data Engineer,2,237000,0,1,2023
Data Engineer,2,201450,0,1,2023
Data Engineer,2,193500,0,1,2023
Data Engineer,2,139000,0,1,2023
Machine Learning Engineer,2,150000,1,1,2023
Other,2,185900,0,1,2023
Other,2,129300,0,1,2023
Machine Learning Engineer,0,163196,0,1,2023
Machine Learning Engineer,0,145885,0,1,2023
Data Analyst,2,202800,0,2,2023
Data Analyst,2,104300,0,2,2023
Data Engineer,2,179170,0,1,2023
Data Engineer,2,94300,0,1,2023
Analytics Engineer,2,152500,0,1,2023
Analytics Engineer,2,116450,0,1,2023
Data Engineer,2,247300,0,1,2023
Data Engineer,2,133800,0,1,2023
Research Engineer,2,203000,0,1,2023
Research Engineer,2,133000,0,1,2023
Research Scientist,0,220000,0,2,2023
Analytics Engineer,2,289800,0,1,2023
Analytics Engineer,2,214000,0,1,2023
Analytics Engineer,2,179820,0,1,2023
Analytics Engineer,2,143860,0,1,2023
Analytics Engineer,2,214200,0,1,2023
Data Engineer,2,141600,0,1,2023
Machine Learning Engineer,2,342300,0,2,2023
Machine Learning Engineer,2,176100,0,2,2023
Data Engineer,0,85000,0,1,2023
Data Engineer,0,65000,0,1,2023
Data Scientist,2,138784,0,1,2023
Data Scientist,2,83270,0,1,2023
Data Analyst,0,75000,0,1,2023
Data Analyst,0,70000,0,1,2023
Machine Learning Engineer,2,318300,0,1,2023
Machine Learning Engineer,2,212200,0,1,2023
Analytics Engineer,2,230000,0,1,2023
Analytics Engineer,2,143200,0,1,2023
Other,1,105000,0,2,2023
Data Analyst,2,168400,0,1,2023
Data Analyst,2,105200,0,1,2023
Data Analyst,0,85000,0,1,2023
Machine Learning Engineer,1,300000,0,1,2023
Machine Learning Engineer,1,250000,0,1,2023
Data Scientist,2,186000,0,1,2023
Research Engineer,1,230000,0,1,2023
Research Engineer,1,200000,0,1,2023
Data Engineer,3,205000,0,1,2023
Other,2,215000,0,1,2023
Other,2,170000,0,1,2023
Other,2,100000,0,1,2023
Other,2,80000,0,1,2023
Data Scientist,2,250000,0,1,2023
Data Scientist,2,162500,0,1,2023
Other,1,200000,0,1,2023
Data Engineer,2,100000,0,1,2023
Data Engineer,3,115000,0,1,2023
Data Scientist,2,203500,0,1,2023
Data Scientist,2,152000,0,1,2023
Data Scientist,2,239000,0,2,2023
Data Scientist,2,122900,0,2,2023
Data Science Manager,2,191765,0,1,2023
Data Science Manager,2,134236,0,1,2023
Analytics Engineer,2,190000,0,1,2023
Analytics Engineer,2,112000,0,1,2023
Data Analyst,2,105500,0,1,2023
Research Engineer,2,293000,0,1,2023
Research Engineer,2,185000,0,1,2023
Data Analyst,2,148500,0,1,2023
Analytics Engineer,2,152900,0,1,2023
Analytics Engineer,2,117100,0,1,2023
Analytics Engineer,2,173000,0,1,2023
Analytics Engineer,2,113000,0,1,2023
Data Engineer,3,175000,0,1,2023
Data Engineer,3,110000,0,1,2023
Research Scientist,2,130000,0,1,2023
Research Scientist,2,110000,0,1,2023
Applied Scientist,2,205000,0,1,2023
Data Analyst,2,149500,0,1,2023
Data Analyst,2,127075,0,1,2023
Data Engineer,2,219535,0,1,2023
Data Engineer,2,146115,0,1,2023
Data Scientist,2,199000,0,1,2023
Data Scientist,2,162000,0,1,2023
Analytics Engineer,3,221000,0,1,2023
Analytics Engineer,3,153000,0,1,2023
Data Analyst,2,187000,0,1,2023
Data Analyst,2,128000,0,1,2023
Research Scientist,2,136000,0,1,2023
Data Scientist,2,100000,0,1,2023
Data Engineer,2,179000,0,1,2023
Data Engineer,2,109000,0,1,2023
Other,2,198800,0,1,2023
Other,2,105200,0,1,2023
Data Analyst,2,112000,0,1,2023
Other,2,115000,0,1,2023
Other,2,86000,0,1,2023
Data Analyst,2,139000,0,1,2023
Machine Learning Engineer,1,280700,0,1,2023
Machine Learning Engineer,1,150450,0,1,2023
Data Scientist,1,93918,0,1,2023
Data Scientist,1,51962,0,1,2023
Machine Learning Engineer,2,257000,0,1,2023
Machine Learning Engineer,2,147000,0,1,2023
Data Engineer,2,222000,0,1,2023
Data Scientist,2,203000,0,1,2023
Data Scientist,2,133200,0,1,2023
Data Engineer,2,221000,0,1,2023
Data Engineer,2,147000,0,1,2023
Data Scientist,2,156000,0,1,2023
Machine Learning Engineer,2,304000,0,1,2023
Data Scientist,2,110000,0,1,2023
Data Engineer,2,240000,0,1,2023
Data Engineer,2,183600,0,1,2023
Other,1,130000,0,1,2023
Other,1,80000,0,1,2023
Other,2,160000,0,1,2023
Other,2,120000,0,1,2023
Machine Learning Engineer,2,289076,0,1,2023
Machine Learning Engineer,2,202353,0,1,2023
Data Analyst,2,155000,0,1,2023
Data Scientist,1,180000,0,1,2023
Data Scientist,3,200000,0,1,2023
Other,1,68000,0,2,2023
Other,0,60000,0,1,2023
Data Engineer,1,90000,0,1,2023
Research Engineer,0,155000,0,1,2023
Research Engineer,0,125000,0,1,2023
Machine Learning Engineer,2,181000,0,1,2023
Data Scientist,2,252000,0,1,2023
Data Architect,3,180000,0,1,2023
Data Architect,3,155000,0,1,2023
Data Scientist,2,191765,0,1,2023
Data Scientist,2,134236,0,1,2023
Data Analyst,0,64200,0,1,2023
Data Analyst,0,56100,0,1,2023
Other,1,135000,0,1,2023
Data Analyst,2,100500,0,1,2023
Data Analyst,1,182500,0,1,2023
Data Analyst,1,121500,0,1,2023
Data Engineer,2,203100,0,1,2023
Data Engineer,2,114500,0,1,2023
Data Engineer,0,92700,0,1,2023
Data Engineer,0,61800,0,1,2023
Data Architect,1,167500,0,1,2023
Data Architect,1,106500,0,1,2023
Data Engineer,1,146000,0,1,2023
Data Engineer,1,75000,0,1,2023
Data Engineer,3,286000,0,1,2023
Data Engineer,3,207000,0,1,2023
Data Engineer,2,223250,0,1,2023
Data Engineer,2,178600,0,1,2023
Other,3,353200,0,1,2023
Other,3,249300,0,1,2023
Machine Learning Scientist,1,230000,0,1,2023
Machine Learning Scientist,1,220000,0,1,2023
Data Scientist,2,297300,0,1,2023
Data Scientist,2,198200,0,1,2023
Research Scientist,1,210000,0,1,2023
Research Scientist,1,151800,0,1,2023
Data Scientist,2,317070,0,1,2023
Data Scientist,2,170730,0,1,2023
Other,1,134000,0,1,2023
Other,1,124000,0,1,2023
Data Engineer,2,124500,0,1,2023
Data Analyst,2,175000,0,1,2023
Data Analyst,2,148700,0,1,2023
Data Analyst,2,125600,0,1,2023
Research Engineer,0,160000,0,1,2023
Research Engineer,0,120000,0,1,2023
Data Analyst,2,185000,0,1,2023
Data Analyst,2,120250,0,1,2023
Data Scientist,2,183000,0,1,2023
Data Architect,2,170000,0,1,2023
Data Architect,2,125000,0,1,2023
Machine Learning Engineer,1,135000,0,2,2023
Data Engineer,1,143865,0,1,2023
Data Engineer,1,115092,0,1,2023
